size = 2030,
ITEM = {slot = 1, stringID = traptrack, amount = 1},
ITEM = {slot = 1380, stringID = deepswampstone, amount = 1},
ITEM = {slot = 1381, stringID = brokencoppertool, amount = 1},
ITEM = {slot = 1382, stringID = slimesurgevinyl, amount = 1},
ITEM = {slot = 1383, stringID = roastedrabbitleg, amount = 1},
ITEM = {slot = 1384, stringID = bonedresser, amount = 1},
ITEM = {slot = 1385, stringID = granitecaverock, amount = 1},
ITEM = {slot = 1386, stringID = cryoheart, amount = 1},
ITEM = {slot = 1387, stringID = paintingavocado, amount = 1},
ITEM = {slot = 1388, stringID = snowcandlepedestal, amount = 1},
ITEM = {slot = 1389, stringID = deepsandstonecolumn, amount = 1},
ITEM = {slot = 1390, stringID = arcanicmachinery, amount = 1},
ITEM = {slot = 1391, stringID = bonecandelabra, amount = 1},
ITEM = {slot = 1392, stringID = chieftainbonespikewall, amount = 1},
ITEM = {slot = 1393, stringID = fireworkrocket, amount = 1},
ITEM = {slot = 1394, stringID = goldshovel, amount = 1},
ITEM = {slot = 1395, stringID = webweaver, amount = 1},
ITEM = {slot = 1396, stringID = goldlamp, amount = 1},
ITEM = {slot = 1397, stringID = overgrownswampgrasstile, amount = 1},
ITEM = {slot = 1398, stringID = recallflask, amount = 1},
ITEM = {slot = 1399, stringID = greenbook, amount = 1},
ITEM = {slot = 1400, stringID = reaperscythe, amount = 1},
ITEM = {slot = 1401, stringID = supporterhelmet, amount = 1},
ITEM = {slot = 1402, stringID = demonicshovel, amount = 1},
ITEM = {slot = 1403, stringID = glacialpickaxe, amount = 1},
ITEM = {slot = 1404, stringID = runestone, amount = 1},
ITEM = {slot = 1405, stringID = pegleg, amount = 1},
ITEM = {slot = 1406, stringID = pinetree, amount = 1},
ITEM = {slot = 1407, stringID = cookingstation, amount = 1},
ITEM = {slot = 1408, stringID = frosthat, amount = 1},
ITEM = {slot = 1409, stringID = tungstensink, amount = 1},
ITEM = {slot = 1410, stringID = deepstonearrowtrap, amount = 1},
ITEM = {slot = 1411, stringID = upgradesharddeeprock, amount = 1},
ITEM = {slot = 1412, stringID = agedchampionscabbard, amount = 1},
ITEM = {slot = 1413, stringID = arcanicdoor, amount = 1},
ITEM = {slot = 1414, stringID = healthregenpotion, amount = 1},
ITEM = {slot = 1415, stringID = strawberry, amount = 1},
ITEM = {slot = 1416, stringID = sunflowerseed, amount = 1},
ITEM = {slot = 1417, stringID = hoverboard, amount = 1},
ITEM = {slot = 1418, stringID = soulseedchestplate, amount = 1},
ITEM = {slot = 1419, stringID = mapfragment, amount = 1},
ITEM = {slot = 1420, stringID = demonichelmet, amount = 1},
ITEM = {slot = 1421, stringID = alchemistglasses, amount = 1},
ITEM = {slot = 1422, stringID = shirt, amount = 1},
ITEM = {slot = 1423, stringID = sweetlemonade, amount = 1},
ITEM = {slot = 1424, stringID = brainonastick, amount = 1},
ITEM = {slot = 1425, stringID = paintingbanana, amount = 1},
ITEM = {slot = 1426, stringID = frogleg, amount = 1},
ITEM = {slot = 1427, stringID = pinedoor, amount = 1},
ITEM = {slot = 1428, stringID = stinkflask, amount = 1},
ITEM = {slot = 1429, stringID = furfish, amount = 1},
ITEM = {slot = 1430, stringID = soldierchestplate, amount = 1},
ITEM = {slot = 1431, stringID = blacksmithstatue, amount = 1},
ITEM = {slot = 1432, stringID = myceliumboots, amount = 1},
ITEM = {slot = 1433, stringID = tungstenshield, amount = 1},
ITEM = {slot = 1434, stringID = mapleclock, amount = 1},
ITEM = {slot = 1435, stringID = dryadchestplate, amount = 1},
ITEM = {slot = 1436, stringID = bloodbolt, amount = 1},
ITEM = {slot = 1437, stringID = dungeondoublebed, amount = 1},
ITEM = {slot = 1438, stringID = rabbitleg, amount = 1},
ITEM = {slot = 1439, stringID = oakchair, amount = 1},
ITEM = {slot = 1440, stringID = soldiercap, amount = 1},
ITEM = {slot = 1441, stringID = eldershirt, amount = 1},
ITEM = {slot = 1442, stringID = hunterhood, amount = 1},
ITEM = {slot = 1443, stringID = swampstonedoorlocked, amount = 1},
ITEM = {slot = 1444, stringID = stylistshirt, amount = 1},
ITEM = {slot = 1445, stringID = darkmoonpath, amount = 1},
ITEM = {slot = 1446, stringID = spiderboomerang, amount = 1},
ITEM = {slot = 1447, stringID = bonedoublebed, amount = 1},
ITEM = {slot = 1448, stringID = goldhelmet, amount = 1},
ITEM = {slot = 1449, stringID = spidercastlebookshelf, amount = 1},
ITEM = {slot = 1450, stringID = sugar, amount = 1},
ITEM = {slot = 1451, stringID = goldorebasaltrock, amount = 1},
ITEM = {slot = 1452, stringID = inducingamulet, amount = 1},
ITEM = {slot = 1453, stringID = reaperscall, amount = 1},
ITEM = {slot = 1454, stringID = ironfence, amount = 1},
ITEM = {slot = 1455, stringID = raspberrybush, amount = 1},
ITEM = {slot = 1456, stringID = pinedinnertable, amount = 1},
ITEM = {slot = 1457, stringID = ivyhat, amount = 1},
ITEM = {slot = 1458, stringID = boxingglovegun, amount = 1},
ITEM = {slot = 1459, stringID = birchbathtub, amount = 1},
ITEM = {slot = 1460, stringID = oakchest, amount = 1},
ITEM = {slot = 1461, stringID = spikedfossil, amount = 1},
ITEM = {slot = 1462, stringID = wig, amount = 1},
ITEM = {slot = 1463, stringID = bonemodulartable, amount = 1},
ITEM = {slot = 1464, stringID = rapidpotion, amount = 1},
ITEM = {slot = 1465, stringID = weticicle, amount = 1},
ITEM = {slot = 1466, stringID = cryoessence, amount = 1},
ITEM = {slot = 1467, stringID = vulturesburst, amount = 1},
ITEM = {slot = 1468, stringID = woodfishingrod, amount = 1},
ITEM = {slot = 1469, stringID = explorersatchel, amount = 1},
ITEM = {slot = 1470, stringID = swamphedgegate, amount = 1},
ITEM = {slot = 1471, stringID = copperoredeepswamprock, amount = 1},
ITEM = {slot = 1472, stringID = basaltdoorlocked, amount = 1},
ITEM = {slot = 1473, stringID = deepswampstonecolumn, amount = 1},
ITEM = {slot = 1474, stringID = armorstand, amount = 1},
ITEM = {slot = 1475, stringID = chefsspecial, amount = 1},
ITEM = {slot = 1476, stringID = diggingclaw, amount = 1},
ITEM = {slot = 1477, stringID = tungstenoredeeprock, amount = 1},
ITEM = {slot = 1478, stringID = spidercobbletile, amount = 1},
ITEM = {slot = 1479, stringID = glyphtrapchicken, amount = 1},
ITEM = {slot = 1480, stringID = buildingpotion, amount = 1},
ITEM = {slot = 1481, stringID = frogcostumeboots, amount = 1},
ITEM = {slot = 1482, stringID = palmdoorlocked, amount = 1},
ITEM = {slot = 1483, stringID = tungstenworkstation, amount = 1},
ITEM = {slot = 1484, stringID = icewall, amount = 1},
ITEM = {slot = 1485, stringID = hulaskirt, amount = 1},
ITEM = {slot = 1486, stringID = bonespikewall, amount = 1},
ITEM = {slot = 1487, stringID = emptypendant, amount = 1},
ITEM = {slot = 1488, stringID = sprucetreestump, amount = 1},
ITEM = {slot = 1489, stringID = yellowwrappingpaper, amount = 1},
ITEM = {slot = 1490, stringID = wallcandle, amount = 1},
ITEM = {slot = 1491, stringID = challengerspauldron, amount = 1},
ITEM = {slot = 1492, stringID = deepsnowstoneflametrap, amount = 1},
ITEM = {slot = 1493, stringID = goldoredeepsnowrock, amount = 1},
ITEM = {slot = 1494, stringID = spideritecrown, amount = 1},
ITEM = {slot = 1495, stringID = sprucelogbench, amount = 1},
ITEM = {slot = 1496, stringID = tungstenstreetlamp, amount = 1},
ITEM = {slot = 1497, stringID = ancientfeather, amount = 1},
ITEM = {slot = 1498, stringID = steelgreycarpet, amount = 1},
ITEM = {slot = 1499, stringID = zombiearm, amount = 1},
ITEM = {slot = 1500, stringID = mackerel, amount = 1},
ITEM = {slot = 1501, stringID = maplesapling, amount = 1},
ITEM = {slot = 1502, stringID = pinedresser, amount = 1},
ITEM = {slot = 1503, stringID = gunslingerhat, amount = 1},
ITEM = {slot = 1504, stringID = cryptdoorlocked, amount = 1},
ITEM = {slot = 1505, stringID = basaltcaverocksmall, amount = 1},
ITEM = {slot = 1506, stringID = granitepathtile, amount = 1},
ITEM = {slot = 1507, stringID = bamboobench, amount = 1},
ITEM = {slot = 1508, stringID = goldorerock, amount = 1},
ITEM = {slot = 1509, stringID = upgradesharddeepsandstonerock, amount = 1},
ITEM = {slot = 1510, stringID = horsecostumeboots, amount = 1},
ITEM = {slot = 1511, stringID = tungstenboots, amount = 1},
ITEM = {slot = 1512, stringID = sixshooter, amount = 1},
ITEM = {slot = 1513, stringID = ravenstatue, amount = 1},
ITEM = {slot = 1514, stringID = slimeeggs, amount = 1},
ITEM = {slot = 1515, stringID = spiketrap, amount = 1},
ITEM = {slot = 1516, stringID = mageshoes, amount = 1},
ITEM = {slot = 1517, stringID = dryaddresser, amount = 1},
ITEM = {slot = 1518, stringID = pottedflower2, amount = 1},
ITEM = {slot = 1519, stringID = bananasapling, amount = 1},
ITEM = {slot = 1520, stringID = pottedflower1, amount = 1},
ITEM = {slot = 1521, stringID = pottedflower4, amount = 1},
ITEM = {slot = 1522, stringID = pottedflower3, amount = 1},
ITEM = {slot = 1523, stringID = tomato, amount = 1},
ITEM = {slot = 1524, stringID = pottedflower6, amount = 1},
ITEM = {slot = 1525, stringID = pottedflower5, amount = 1},
ITEM = {slot = 1526, stringID = potatoseed, amount = 1},
ITEM = {slot = 1527, stringID = ancienttotem, amount = 1},
ITEM = {slot = 1528, stringID = frostgreatsword, amount = 1},
ITEM = {slot = 1529, stringID = shadowboots, amount = 1},
ITEM = {slot = 1530, stringID = hardhat, amount = 1},
ITEM = {slot = 1531, stringID = voidrobe, amount = 1},
ITEM = {slot = 1532, stringID = ivyshovel, amount = 1},
ITEM = {slot = 1533, stringID = beetseed, amount = 1},
ITEM = {slot = 1534, stringID = birchlog, amount = 1},
ITEM = {slot = 1535, stringID = wheat, amount = 1},
ITEM = {slot = 1536, stringID = copperoredeeprock, amount = 1},
ITEM = {slot = 1537, stringID = dryadbranch, amount = 1},
ITEM = {slot = 1538, stringID = raspberryjuice, amount = 1},
ITEM = {slot = 1539, stringID = cheesybeetbowl, amount = 1},
ITEM = {slot = 1540, stringID = irongreatsword, amount = 1},
ITEM = {slot = 1541, stringID = sunflower, amount = 1},
ITEM = {slot = 1542, stringID = alchemysharddeepswamprock, amount = 1},
ITEM = {slot = 1543, stringID = bloodplatecowl, amount = 1},
ITEM = {slot = 1544, stringID = glacialshovel, amount = 1},
ITEM = {slot = 1545, stringID = ironspear, amount = 1},
ITEM = {slot = 1546, stringID = strengthpotion, amount = 1},
ITEM = {slot = 1547, stringID = necroticflask, amount = 1},
ITEM = {slot = 1548, stringID = slimematter, amount = 1},
ITEM = {slot = 1549, stringID = lemontart, amount = 1},
ITEM = {slot = 1550, stringID = brokenglassdisplay, amount = 1},
ITEM = {slot = 1551, stringID = spilledgoldchalice, amount = 1},
ITEM = {slot = 1552, stringID = labcoat, amount = 1},
ITEM = {slot = 1553, stringID = largevampiricbanner, amount = 1},
ITEM = {slot = 1554, stringID = spidercastlebench, amount = 1},
ITEM = {slot = 1555, stringID = dryadbookshelf, amount = 1},
ITEM = {slot = 1556, stringID = sailorhat, amount = 1},
ITEM = {slot = 1557, stringID = duelistclock, amount = 1},
ITEM = {slot = 1558, stringID = wizardsawakeningvinyl, amount = 1},
ITEM = {slot = 1559, stringID = duskdoorlocked, amount = 1},
ITEM = {slot = 1560, stringID = vampiresgift, amount = 1},
ITEM = {slot = 1561, stringID = dragonlance, amount = 1},
ITEM = {slot = 1562, stringID = mapletree, amount = 1},
ITEM = {slot = 1563, stringID = hoodedknightstatue, amount = 1},
ITEM = {slot = 1564, stringID = venomstaff, amount = 1},
ITEM = {slot = 1565, stringID = deepfrosthood, amount = 1},
ITEM = {slot = 1566, stringID = overgrowngrassseed, amount = 1},
ITEM = {slot = 1567, stringID = leafpile, amount = 1},
ITEM = {slot = 1568, stringID = willowsapling, amount = 1},
ITEM = {slot = 1569, stringID = frostpickaxe, amount = 1},
ITEM = {slot = 1570, stringID = handcannon, amount = 1},
ITEM = {slot = 1571, stringID = secondwindcharm, amount = 1},
ITEM = {slot = 1572, stringID = sparkler, amount = 1},
ITEM = {slot = 1573, stringID = zephyrcharm, amount = 1},
ITEM = {slot = 1574, stringID = tropicalstew, amount = 1},
ITEM = {slot = 1575, stringID = eggplantparmesan, amount = 1},
ITEM = {slot = 1576, stringID = slimeboots, amount = 1},
ITEM = {slot = 1577, stringID = deadwoodbookshelf, amount = 1},
ITEM = {slot = 1578, stringID = ironfishingrod, amount = 1},
ITEM = {slot = 1579, stringID = oakclock, amount = 1},
ITEM = {slot = 1580, stringID = snowhedge, amount = 1},
ITEM = {slot = 1581, stringID = spidercastlearrowtrap, amount = 1},
ITEM = {slot = 1582, stringID = chilipepperseed, amount = 1},
ITEM = {slot = 1583, stringID = goldpickaxe, amount = 1},
ITEM = {slot = 1584, stringID = lemon, amount = 1},
ITEM = {slot = 1585, stringID = nightsteelore, amount = 1},
ITEM = {slot = 1586, stringID = runeboundbackbones, amount = 1},
ITEM = {slot = 1587, stringID = lifequartzdeeprock, amount = 1},
ITEM = {slot = 1588, stringID = quartzshovel, amount = 1},
ITEM = {slot = 1589, stringID = fireworkdispenser, amount = 1},
ITEM = {slot = 1590, stringID = deepsnowstone, amount = 1},
ITEM = {slot = 1591, stringID = pearlescentdiamond, amount = 1},
ITEM = {slot = 1592, stringID = spiderhelmet, amount = 1},
ITEM = {slot = 1593, stringID = halfeatenduck, amount = 1},
ITEM = {slot = 1594, stringID = quartzsandstone, amount = 1},
ITEM = {slot = 1595, stringID = willowtoilet, amount = 1},
ITEM = {slot = 1596, stringID = goldboots, amount = 1},
ITEM = {slot = 1597, stringID = brownbearcarpet, amount = 1},
ITEM = {slot = 1598, stringID = copperstreetlamp, amount = 1},
ITEM = {slot = 1599, stringID = flintlock, amount = 1},
ITEM = {slot = 1600, stringID = mapledoublebed, amount = 1},
ITEM = {slot = 1601, stringID = swampgrass, amount = 1},
ITEM = {slot = 1602, stringID = arcanearmory, amount = 1},
ITEM = {slot = 1603, stringID = deepstonewall, amount = 1},
ITEM = {slot = 1604, stringID = banditfence, amount = 1},
ITEM = {slot = 1605, stringID = snowlauncher, amount = 1},
ITEM = {slot = 1606, stringID = lifequartzdeepsnowrock, amount = 1},
ITEM = {slot = 1607, stringID = runeboundboat, amount = 1},
ITEM = {slot = 1608, stringID = ancientfossiloredeepsnowrock, amount = 1},
ITEM = {slot = 1609, stringID = slimegreatbow, amount = 1},
ITEM = {slot = 1610, stringID = feraltail, amount = 1},
ITEM = {slot = 1611, stringID = goldoredeepsandstonerock, amount = 1},
ITEM = {slot = 1612, stringID = aliencostumeshirt, amount = 1},
ITEM = {slot = 1613, stringID = swamprocktile, amount = 1},
ITEM = {slot = 1614, stringID = myceliumbar, amount = 1},
ITEM = {slot = 1615, stringID = essenceofprolonging, amount = 1},
ITEM = {slot = 1616, stringID = glacialboots, amount = 1},
ITEM = {slot = 1617, stringID = demonicpickaxe, amount = 1},
ITEM = {slot = 1618, stringID = piratebanner, amount = 1},
ITEM = {slot = 1619, stringID = shadowhood, amount = 1},
ITEM = {slot = 1620, stringID = fishianbanner, amount = 1},
ITEM = {slot = 1621, stringID = deepstoneflametrap, amount = 1},
ITEM = {slot = 1622, stringID = fishingpotion, amount = 1},
ITEM = {slot = 1623, stringID = hulaskirtwithtop, amount = 1},
ITEM = {slot = 1624, stringID = iceblossom, amount = 1},
ITEM = {slot = 1625, stringID = sharpshooterboots, amount = 1},
ITEM = {slot = 1626, stringID = hardenedshield, amount = 1},
ITEM = {slot = 1627, stringID = yellowpresent, amount = 1},
ITEM = {slot = 1628, stringID = cavespidergland, amount = 1},
ITEM = {slot = 1629, stringID = ironchestplate, amount = 1},
ITEM = {slot = 1630, stringID = pottedcactus4, amount = 1},
ITEM = {slot = 1631, stringID = beetcavecroppler, amount = 1},
ITEM = {slot = 1632, stringID = pottedcactus3, amount = 1},
ITEM = {slot = 1633, stringID = dryadgreathammer, amount = 1},
ITEM = {slot = 1634, stringID = pottedcactus2, amount = 1},
ITEM = {slot = 1635, stringID = pottedcactus1, amount = 1},
ITEM = {slot = 1636, stringID = utensilrack2, amount = 1},
ITEM = {slot = 1637, stringID = utensilrack1, amount = 1},
ITEM = {slot = 1638, stringID = runeboundscepter, amount = 1},
ITEM = {slot = 1639, stringID = phantomdust, amount = 1},
ITEM = {slot = 1640, stringID = oakdisplay, amount = 1},
ITEM = {slot = 1641, stringID = crystal, amount = 1},
ITEM = {slot = 1642, stringID = goldbow, amount = 1},
ITEM = {slot = 1643, stringID = plate, amount = 1},
ITEM = {slot = 1644, stringID = blackberrybush, amount = 1},
ITEM = {slot = 1645, stringID = merchantboots, amount = 1},
ITEM = {slot = 1646, stringID = cryoquake, amount = 1},
ITEM = {slot = 1647, stringID = voidcaller, amount = 1},
ITEM = {slot = 1648, stringID = pinewall, amount = 1},
ITEM = {slot = 1649, stringID = stonefence, amount = 1},
ITEM = {slot = 1650, stringID = callofthesea, amount = 1},
ITEM = {slot = 1651, stringID = yellowflowerpatch, amount = 1},
ITEM = {slot = 1652, stringID = snowstonecolumn, amount = 1},
ITEM = {slot = 1653, stringID = anglersbait, amount = 1},
ITEM = {slot = 1654, stringID = dreamcatcher, amount = 1},
ITEM = {slot = 1655, stringID = bread, amount = 1},
ITEM = {slot = 1656, stringID = pinechair, amount = 1},
ITEM = {slot = 1657, stringID = demonicchestplate, amount = 1},
ITEM = {slot = 1658, stringID = ironoredeepswamprock, amount = 1},
ITEM = {slot = 1659, stringID = slimeglaive, amount = 1},
ITEM = {slot = 1660, stringID = slimeumslimerock, amount = 1},
ITEM = {slot = 1661, stringID = copperdoublestreetlamp, amount = 1},
ITEM = {slot = 1662, stringID = upgradeshardcrystal, amount = 1},
ITEM = {slot = 1663, stringID = slimecaverock, amount = 1},
ITEM = {slot = 1664, stringID = lantern, amount = 1},
ITEM = {slot = 1665, stringID = deepsandcaverock, amount = 1},
ITEM = {slot = 1666, stringID = agedchampionchestplate, amount = 1},
ITEM = {slot = 1667, stringID = pinetoilet, amount = 1},
ITEM = {slot = 1668, stringID = candle, amount = 1},
ITEM = {slot = 1669, stringID = deadwooddoublebed, amount = 1},
ITEM = {slot = 1670, stringID = bloodstonering, amount = 1},
ITEM = {slot = 1671, stringID = landscapingstation, amount = 1},
ITEM = {slot = 1672, stringID = deepstonefloor, amount = 1},
ITEM = {slot = 1673, stringID = sugarbeetseed, amount = 1},
ITEM = {slot = 1674, stringID = blueflowerpatch, amount = 1},
ITEM = {slot = 1675, stringID = bannerofpeace, amount = 1},
ITEM = {slot = 1676, stringID = minecarttrack, amount = 1},
ITEM = {slot = 1677, stringID = sign, amount = 1},
ITEM = {slot = 1678, stringID = barshelf, amount = 1},
ITEM = {slot = 1679, stringID = voidflasks, amount = 1},
ITEM = {slot = 1680, stringID = christmastree, amount = 1},
ITEM = {slot = 1681, stringID = merchantshirt, amount = 1},
ITEM = {slot = 1682, stringID = bluecarpet, amount = 1},
ITEM = {slot = 1683, stringID = wizardsocket, amount = 1},
ITEM = {slot = 1684, stringID = brokenplate, amount = 1},
ITEM = {slot = 1685, stringID = swampstonebrickfloor, amount = 1},
ITEM = {slot = 1686, stringID = goldglaive, amount = 1},
ITEM = {slot = 1687, stringID = bamboodebris, amount = 1},
ITEM = {slot = 1688, stringID = slimechunk, amount = 1},
ITEM = {slot = 1689, stringID = ancientfossilboots, amount = 1},
ITEM = {slot = 1690, stringID = amethystclustersmall, amount = 1},
ITEM = {slot = 1691, stringID = oakdesk, amount = 1},
ITEM = {slot = 1692, stringID = upgradesharddeepswamprock, amount = 1},
ITEM = {slot = 1693, stringID = fishtaco, amount = 1},
ITEM = {slot = 1694, stringID = icedoor, amount = 1},
ITEM = {slot = 1695, stringID = pinechest, amount = 1},
ITEM = {slot = 1696, stringID = purpleflowerpatch, amount = 1},
ITEM = {slot = 1697, stringID = wrench, amount = 1},
ITEM = {slot = 1698, stringID = witchstatue, amount = 1},
ITEM = {slot = 1699, stringID = voidphasingstaff, amount = 1},
ITEM = {slot = 1700, stringID = perfectstorm, amount = 1},
ITEM = {slot = 1701, stringID = granitedoorlocked, amount = 1},
ITEM = {slot = 1702, stringID = deadwooddinnertable, amount = 1},
ITEM = {slot = 1703, stringID = blueandyellowbooks, amount = 1},
ITEM = {slot = 1704, stringID = nightsteelboots, amount = 1},
ITEM = {slot = 1705, stringID = spiderclaw, amount = 1},
ITEM = {slot = 1706, stringID = spruceclock, amount = 1},
ITEM = {slot = 1707, stringID = ancientfossilpickaxe, amount = 1},
ITEM = {slot = 1708, stringID = plainshedgegate, amount = 1},
ITEM = {slot = 1709, stringID = ascendedgrowth, amount = 1},
ITEM = {slot = 1710, stringID = ricepudding, amount = 1},
ITEM = {slot = 1711, stringID = companionlocket, amount = 1},
ITEM = {slot = 1712, stringID = frostspear, amount = 1},
ITEM = {slot = 1713, stringID = pinesapling, amount = 1},
ITEM = {slot = 1714, stringID = spiderstaff, amount = 1},
ITEM = {slot = 1715, stringID = cryptcolumn, amount = 1},
ITEM = {slot = 1716, stringID = frostshard, amount = 1},
ITEM = {slot = 1717, stringID = stonearrowtrap, amount = 1},
ITEM = {slot = 1718, stringID = myceliumchestplate, amount = 1},
ITEM = {slot = 1719, stringID = redbooks, amount = 1},
ITEM = {slot = 1720, stringID = wildcaveglow, amount = 1},
ITEM = {slot = 1721, stringID = copperaxe, amount = 1},
ITEM = {slot = 1722, stringID = nightrazorboomerang, amount = 1},
ITEM = {slot = 1723, stringID = steppingstones, amount = 1},
ITEM = {slot = 1724, stringID = scryingmirror, amount = 1},
ITEM = {slot = 1725, stringID = dungeonwall, amount = 1},
ITEM = {slot = 1726, stringID = bonsaitree1, amount = 1},
ITEM = {slot = 1727, stringID = bonsaitree2, amount = 1},
ITEM = {slot = 1728, stringID = venomslasher, amount = 1},
ITEM = {slot = 1729, stringID = sandcaverocksmall, amount = 1},
ITEM = {slot = 1730, stringID = willowbench, amount = 1},
ITEM = {slot = 1731, stringID = woodboat, amount = 1},
ITEM = {slot = 1732, stringID = voidhat, amount = 1},
ITEM = {slot = 1733, stringID = snowstonedoor, amount = 1},
ITEM = {slot = 1734, stringID = copperboots, amount = 1},
ITEM = {slot = 1735, stringID = shadowessence, amount = 1},
ITEM = {slot = 1736, stringID = stool, amount = 1},
ITEM = {slot = 1737, stringID = vase, amount = 1},
ITEM = {slot = 1738, stringID = bamboologbench, amount = 1},
ITEM = {slot = 1739, stringID = deepstonetiledfloor, amount = 1},
ITEM = {slot = 1740, stringID = empresscommand, amount = 1},
ITEM = {slot = 1741, stringID = frostpiercer, amount = 1},
ITEM = {slot = 1742, stringID = gunslingervest, amount = 1},
ITEM = {slot = 1743, stringID = willowfloor, amount = 1},
ITEM = {slot = 1744, stringID = oakbathtub, amount = 1},
ITEM = {slot = 1745, stringID = cryptupgradeshardorerocksmall, amount = 1},
ITEM = {slot = 1746, stringID = leftovertray, amount = 1},
ITEM = {slot = 1747, stringID = sandknife, amount = 1},
ITEM = {slot = 1748, stringID = coconutsapling, amount = 1},
ITEM = {slot = 1749, stringID = mushroom, amount = 1},
ITEM = {slot = 1750, stringID = quartzcrown, amount = 1},
ITEM = {slot = 1751, stringID = chickencostumeshirt, amount = 1},
ITEM = {slot = 1752, stringID = spacesuit, amount = 1},
ITEM = {slot = 1753, stringID = hysteriatablet, amount = 1},
ITEM = {slot = 1754, stringID = sandstonecolumn, amount = 1},
ITEM = {slot = 1755, stringID = spiderboots, amount = 1},
ITEM = {slot = 1756, stringID = snowrock, amount = 1},
ITEM = {slot = 1757, stringID = deepswampstoneflametrap, amount = 1},
ITEM = {slot = 1758, stringID = snowstone, amount = 1},
ITEM = {slot = 1759, stringID = swampcaverocksmall, amount = 1},
ITEM = {slot = 1760, stringID = dungeondesk, amount = 1},
ITEM = {slot = 1761, stringID = spideritegreaves, amount = 1},
ITEM = {slot = 1762, stringID = sandsurfacerock, amount = 1},
ITEM = {slot = 1763, stringID = nightsteelhelmet, amount = 1},
ITEM = {slot = 1764, stringID = pirateboots, amount = 1},
ITEM = {slot = 1765, stringID = reinforcedkatana, amount = 1},
ITEM = {slot = 1766, stringID = sprucecabinet, amount = 1},
ITEM = {slot = 1767, stringID = sunlightsexamvinyl, amount = 1},
ITEM = {slot = 1768, stringID = ravenfloor, amount = 1},
ITEM = {slot = 1769, stringID = dressshoes, amount = 1},
ITEM = {slot = 1770, stringID = stonebrickfloor, amount = 1},
ITEM = {slot = 1771, stringID = wardenheart, amount = 1},
ITEM = {slot = 1772, stringID = vulturestaff, amount = 1},
ITEM = {slot = 1773, stringID = copperorerock, amount = 1},
ITEM = {slot = 1774, stringID = seashell, amount = 1},
ITEM = {slot = 1775, stringID = myceliumore, amount = 1},
ITEM = {slot = 1776, stringID = spideritehood, amount = 1},
ITEM = {slot = 1777, stringID = frostbanner, amount = 1},
ITEM = {slot = 1778, stringID = meleefoci, amount = 1},
ITEM = {slot = 1779, stringID = basaltflametrap, amount = 1},
ITEM = {slot = 1780, stringID = piratesheath, amount = 1},
ITEM = {slot = 1781, stringID = fallenaltar, amount = 1},
ITEM = {slot = 1782, stringID = rubygravel, amount = 1},
ITEM = {slot = 1783, stringID = cactus, amount = 1},
ITEM = {slot = 1784, stringID = ironore, amount = 1},
ITEM = {slot = 1785, stringID = sushirolls, amount = 1},
ITEM = {slot = 1786, stringID = silk, amount = 1},
ITEM = {slot = 1787, stringID = sprucemodulartable, amount = 1},
ITEM = {slot = 1788, stringID = willowbathtub, amount = 1},
ITEM = {slot = 1789, stringID = pottedplant7, amount = 1},
ITEM = {slot = 1790, stringID = pottedplant6, amount = 1},
ITEM = {slot = 1791, stringID = pottedplant5, amount = 1},
ITEM = {slot = 1792, stringID = compostbin, amount = 1},
ITEM = {slot = 1793, stringID = pottedplant4, amount = 1},
ITEM = {slot = 1794, stringID = pottedplant3, amount = 1},
ITEM = {slot = 1795, stringID = pottedplant2, amount = 1},
ITEM = {slot = 1796, stringID = pottedplant1, amount = 1},
ITEM = {slot = 1797, stringID = pinedesk, amount = 1},
ITEM = {slot = 1798, stringID = blueberrybush, amount = 1},
ITEM = {slot = 1799, stringID = granitedoor, amount = 1},
ITEM = {slot = 1800, stringID = snowstonefloor, amount = 1},
ITEM = {slot = 1801, stringID = dryadtoilet, amount = 1},
ITEM = {slot = 1802, stringID = alchemysharddeepsnowrock, amount = 1},
ITEM = {slot = 1803, stringID = glacialshard, amount = 1},
ITEM = {slot = 1804, stringID = bloodplatechestplate, amount = 1},
ITEM = {slot = 1805, stringID = icefish, amount = 1},
ITEM = {slot = 1806, stringID = deepswamprock, amount = 1},
ITEM = {slot = 1807, stringID = magehat, amount = 1},
ITEM = {slot = 1808, stringID = wallarcaniclamp, amount = 1},
ITEM = {slot = 1809, stringID = ironoresandstone, amount = 1},
ITEM = {slot = 1810, stringID = whiteflowerpatch, amount = 1},
ITEM = {slot = 1811, stringID = darkfullmoonpath, amount = 1},
ITEM = {slot = 1812, stringID = trout, amount = 1},
ITEM = {slot = 1813, stringID = goldoresandstone, amount = 1},
ITEM = {slot = 1814, stringID = deepstonedoor, amount = 1},
ITEM = {slot = 1815, stringID = mapledisplay, amount = 1},
ITEM = {slot = 1816, stringID = bamboocabinet, amount = 1},
ITEM = {slot = 1817, stringID = cheesepress, amount = 1},
ITEM = {slot = 1818, stringID = spideritehelmet, amount = 1},
ITEM = {slot = 1819, stringID = stylistshoes, amount = 1},
ITEM = {slot = 1820, stringID = emeraldclusterpure, amount = 1},
ITEM = {slot = 1821, stringID = deepstonepressureplate, amount = 1},
ITEM = {slot = 1822, stringID = deepsandstonetile, amount = 1},
ITEM = {slot = 1823, stringID = rangefoci, amount = 1},
ITEM = {slot = 1824, stringID = maplechest, amount = 1},
